batch_size model_type lr max_length_series segment_duration num_conv_lyrs size_linear_lyr num_blocks_per_layer initial_channels lstm_hidden_size lstm_layers norm_type mean_accuracy mean_f1_score mean_gmean mean_precision mean_recall std_accuracy std_f1_score std_gmean std_precision std_recall total_params
128	cnnlstmbatchnormparallel	0.001	4000	50	2	16	2	8	8	1	'per-timestep'	0.8860	0.8992	0.9367	0.9004	0.8991	0.0106	0.0100	0.0066	0.0102	0.0100	4374
128	cnnlstmskipparallel	0.001	4000	50	2	16	4	8	6	1	'per-timestep'	0.8852	0.8973	0.9355	0.8986	0.8973	0.0084	0.0075	0.0048	0.0071	0.0079	8870
128	cnnlstmbatchnormparallel	0.001	4000	50	2	16	2	8	6	2	'per-timestep'	0.8846	0.8979	0.9356	0.8989	0.8978	0.0082	0.0077	0.0051	0.0078	0.0075	4526
128	cnnlstmbatchnormparallel	0.001	4000	50	2	16	4	8	6	1	'per-timestep'	0.8832	0.8966	0.9344	0.8971	0.8973	0.0106	0.0094	0.0060	0.0090	0.0097	4190
128	cnnlstmskip	0.001	4000	50	2	16	2	8	8	1	'per-timestep'	0.8813	0.8935	0.9330	0.8942	0.8937	0.0135	0.0127	0.0082	0.0128	0.0123	5070
128	cnnlstmbatchnorm	0.001	4000	50	2	16	2	8	6	1	'per-timestep'	0.8753	0.8877	0.9285	0.8885	0.8881	0.0285	0.0260	0.0175	0.0252	0.0260	1318
128	cnnlstmskip	0.001	4000	50	2	16	4	8	8	1	'per-timestep'	0.8713	0.8830	0.9256	0.8856	0.8846	0.0342	0.0349	0.0252	0.0303	0.0310	9102
128	cnnlstmbatchnorm	0.001	4000	50	2	16	4	8	6	1	'per-timestep'	0.8704	0.8841	0.9261	0.8849	0.8843	0.0294	0.0270	0.0183	0.0270	0.0268	1318
128	cnnlstm1	0.001	4000	50	2	16	4	8	8	2	'per-timestep'	0.8693	0.8833	0.9250	0.8834	0.8846	0.0347	0.0307	0.0211	0.0309	0.0301	2134
128	cnnlstmskip	0.001	4000	50	2	16	2	8	6	1	'per-timestep'	0.8640	0.8767	0.9210	0.8792	0.8782	0.0368	0.0376	0.0267	0.0337	0.0338	4782
128	cnnlstm1	0.001	4000	50	2	16	2	8	8	2	'per-timestep'	0.8621	0.8762	0.9204	0.8767	0.8769	0.0380	0.0347	0.0236	0.0340	0.0353	2134
128	cnnlstmbatchnorm	0.001	4000	50	2	16	2	8	6	2	'per-timestep'	0.8607	0.8713	0.9162	0.8750	0.8755	0.0407	0.0431	0.0306	0.0371	0.0371	1654
128	cnnlstmskip	0.001	4000	50	2	16	4	8	6	1	'per-timestep'	0.8607	0.8717	0.9172	0.8760	0.8753	0.0407	0.0434	0.0313	0.0357	0.0382	8814
128	cnnlstmbatchnorm	0.001	4000	50	2	16	4	8	6	2	'per-timestep'	0.8601	0.8724	0.9176	0.8743	0.8738	0.0380	0.0375	0.0265	0.0354	0.0356	1654
128	cnnlstm1	0.001	4000	50	2	16	4	8	6	2	'per-timestep'	0.8519	0.8677	0.9147	0.8684	0.8693	0.0337	0.0299	0.0208	0.0298	0.0288	1606
128	cnnlstm1	0.001	4000	50	2	16	2	8	8	1	'per-timestep'	0.8510	0.8658	0.9135	0.8669	0.8667	0.0363	0.0338	0.0231	0.0327	0.0331	1558
128	cnnlstm1	0.001	4000	50	2	16	2	8	6	1	'per-timestep'	0.8507	0.8666	0.9141	0.8676	0.8686	0.0290	0.0251	0.0174	0.0244	0.0235	1270
128	cnnlstm1	0.001	4000	50	2	16	4	8	8	1	'per-timestep'	0.8470	0.8631	0.9116	0.8641	0.8646	0.0300	0.0277	0.0189	0.0272	0.0273	1558
128	cnnlstm1	0.001	4000	50	2	16	2	8	6	2	'per-timestep'	0.8404	0.8556	0.9054	0.8571	0.8569	0.0472	0.0454	0.0342	0.0416	0.0458	1606
128	cnnlstm1	0.001	4000	50	2	16	4	8	6	1	'per-timestep'	0.8396	0.8572	0.9077	0.8579	0.8587	0.0328	0.0292	0.0201	0.0289	0.0286	1270
128	cnnlstmskip	0.001	4000	50	2	16	2	8	8	2	'per-timestep'	0.8046	0.8017	0.8639	0.8257	0.8170	0.0404	0.0530	0.0428	0.0347	0.0424	5646
128	cnnlstmskip	0.001	4000	50	2	16	4	8	8	2	'per-timestep'	0.8046	0.8073	0.8653	0.8236	0.8240	0.0717	0.0857	0.0772	0.0670	0.0642	9678
128	cnnlstmskip	0.001	4000	50	2	16	4	8	6	2	'per-timestep'	0.8007	0.8029	0.8641	0.8173	0.8114	0.0557	0.0671	0.0613	0.0519	0.0594	9150
128	cnnlstmskip	0.001	4000	50	2	16	2	8	6	2	'per-timestep'	0.7800	0.7799	0.8413	0.8011	0.7984	0.0706	0.0858	0.0812	0.0672	0.0744	5118
